customer_id,age,gender,location,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,cross_sell_conversion
FB104300,33,Male,Rivers,15703.72,48,6,107853.7,17975.616666666665,0.242721019306709,0.0732016611391171,0.0,0.308869422189503,0.0,0.0593182245949837,0.0,0.1236840275298854,0.1922056452398017,1
FB102593,33,Male,Oyo,45944.51,168,5,45704.08,9140.816,0.0,0.0,0.0,0.1097324352661731,0.1626865697767026,0.6371380848274377,0.0,0.0854582348009193,0.0049846753287671,0
FB104164,38,Male,Kwara,31652.94,109,3,19601.41,6533.803333333333,0.0,0.0,0.6020449549292628,0.0,0.0,0.2490479001255521,0.0,0.0,0.148907144945185,0
FB103031,33,Female,Anambra,502205.4,130,6,40273.54,6712.256666666667,0.0273268751641896,0.5095189049683738,0.032244744315995,0.0,0.0152713170980251,0.4156381584534163,0.0,0.0,0.0,0
FB103579,26,Male,Abuja FCT,23309.76,32,5,35745.29,7149.058,0.0,0.5975724354173654,0.0972709971019958,0.0,0.0,0.2962728795877722,0.0,0.0,0.0088836878928664,1
FB102832,31,Female,Delta,7480.99,230,3,38356.04,12785.346666666666,0.0,0.0,0.3852146884819183,0.0,0.0,0.1515774308296685,0.0,0.0,0.463207880688413,0
FB103472,18,Female,Anambra,119546.38,149,8,94624.23,11828.02875,0.048826606039489,0.0373817572940884,0.0,0.0804761106114152,0.0,0.0134647330815796,0.6048502587550778,0.0,0.2150005342183497,0
FB100137,25,Female,Kwara,60374.0,22,9,106622.88,11846.986666666668,0.0743078783840766,0.0814516546542355,0.1606052096885771,0.0,0.0,0.0,0.0,0.3395049917991335,0.344130265473977,0
FB104892,18,Female,Cross River,45448.64,8,8,523934.1241500111,65491.76551875139,0.9327894703229568,0.00622704238876,0.0151178929466563,0.0,0.0,0.0054451692846468,0.0,0.0386904556615518,0.0017299693954282,1
FB102180,41,Female,Lagos,14660.71,62,8,69142.13,8642.76625,0.198170059267772,0.0,0.1990755853196886,0.2718357100077768,0.0,0.0054215859418852,0.0,0.2116392711650624,0.1138577882978149,0
FB102128,27,Female,Kaduna,174023.46,42,7,145386.62,20769.51714285714,0.0,0.1835245911900283,0.053347275010589,0.3961289560208498,0.0,0.0823448540175155,0.0,0.078728496473747,0.2059258272872703,0
FB103177,18,Male,Oyo,28034.71,47,7,542824.9541500111,77546.42202143015,0.0,0.0,0.0,0.0441998287229985,0.0,0.0279894648981101,0.9278107063788914,0.0,0.0,1
FB104854,20,Female,Lagos,11129.86,81,5,16887.76,3377.552,0.0,0.3548457581112001,0.0,0.0,0.0,0.0,0.1696258118305802,0.0,0.4755284300582197,1
FB104637,29,Female,Cross River,4659.34,197,5,51117.990000000005,10223.598000000002,0.0,0.3888022592437614,0.0,0.5295219941159658,0.0,0.0,0.0,0.0816757466402728,0.0,0
FB105115,50,Female,Oyo,9727.52,22,5,499016.3141500111,99803.26283000222,0.9421846356884296,0.0075969059377493,0.0,0.0310933722205636,0.0,0.0061549490726202,0.0,0.0129701370806372,0.0,1
FB105298,44,Male,Plateau,96075.22,29,4,43926.27,10981.5675,0.3811694004521668,0.0,0.0,0.5465390072956342,0.0,0.0722915922521989,0.0,0.0,0.0,0
FB104261,31,Male,Delta,11877.55,311,2,20192.81,10096.405,0.9366150624900648,0.0,0.0,0.0633849375099354,0.0,0.0,0.0,0.0,0.0,0
FB104344,64,Female,Kano,42692.75,35,4,34871.86,8717.965,0.2492319021698297,0.0,0.0,0.5765278938376099,0.0,0.0,0.1742402039925601,0.0,0.0,0
FB101331,45,Female,Enugu,12795.1,73,6,251416.25,41902.708333333336,0.9183318898440336,0.0061217204536301,0.0,0.0,0.0,0.0,0.0068610123649525,0.0228855931150035,0.0457997842223802,0
FB102017,27,Female,Rivers,104023.64,15,6,492979.9341500111,82163.32235833518,0.0,0.0003329547282345,0.0,0.0282693859011293,0.0,0.0026075503503329,0.0,0.0150687269103726,0.9537213821099304,1
FB104542,55,Female,Oyo,23283.38,47,7,38983.89,5569.127142857143,0.0446386956252954,0.0409694876524636,0.0,0.0,0.0,0.0270498916347239,0.2464895114366473,0.0973866384293614,0.5434657752215082,0
FB102482,29,Female,Plateau,28021.23,109,3,27988.2,9329.4,0.0,0.9722254378630996,0.0,0.0,0.0,0.0277745621369005,0.0,0.0,0.0,0
FB101358,46,Female,Anambra,96158.64,257,7,31540.6,4505.8,0.0,0.1468881378287033,0.0,0.0,0.0,0.202554168278346,0.405698369720297,0.0786361071127372,0.1662232170599164,1
FB101329,40,Female,Kano,66741.11,64,6,119394.75,19899.125,0.0,0.2625239384478798,0.0,0.6278529834854547,0.0,0.1096230780666654,0.0,0.0,0.0,0
FB105998,37,Male,Plateau,91291.73,229,6,69378.55,11563.091666666667,0.403751880083974,0.0,0.0191776853220483,0.0,0.0,0.0,0.4076453024746121,0.0620504464276062,0.1073746856917591,0
FB102150,32,Female,Delta,8085.45,107,5,100489.79,20097.958,0.0,0.296610431766252,0.0146021799826629,0.0,0.0,0.0,0.0535139938097193,0.0,0.6352733944413657,0
FB104530,36,Female,Kwara,37847.05,164,5,98593.05,19718.61,0.7250691605544205,0.0,0.0251671897765613,0.0,0.0874408490253623,0.0,0.0,0.0150101858092431,0.1473126148344128,0
FB102122,38,Male,Kwara,6651.32,31,8,33984.33,4248.04125,0.1102964219097448,0.0921354047586049,0.3962488005501359,0.1101148676463534,0.0,0.0270136265743653,0.2641908785607955,0.0,0.0,0
FB104673,42,Male,Oyo,82846.38,168,9,279254.24,31028.248888888887,0.0254480290075452,0.0,0.0630569476760675,0.056864239554608,0.0,0.0,0.0785141525514527,0.0246839224356987,0.7514327087746278,0
FB103981,27,Male,Rivers,81535.7,13,8,157714.68,19714.335,0.167821029722788,0.0071504440804115,0.0,0.1721950042950979,0.0,0.0,0.0,0.564639322097347,0.0881941998043555,0
FB101252,23,Male,Delta,14647.84,78,4,28233.99,7058.4975,0.0,0.4836595890272682,0.0,0.0,0.0,0.058466762933613,0.0,0.4578736480391188,0.0,0
FB103278,36,Male,Oyo,123415.34,130,5,66838.49,13367.698,0.0,0.0,0.0171473053924467,0.0,0.0,0.9762889616447048,0.0,0.0065637329628482,0.0,0
FB103374,31,Female,Lagos,29808.06,49,6,94522.81,15753.801666666666,0.0474825071324054,0.3659929280562015,0.0,0.0,0.0,0.0,0.0,0.4834101948513803,0.1031143699600128,1
FB102814,27,Male,Plateau,54366.07,40,8,29922.12,3740.265,0.0033420091891884,0.5587963018663117,0.1980668482046058,0.0,0.0,0.0705167280927955,0.0430985505037744,0.1261795621433241,0.0,1
FB104719,48,Male,Ogun,32389.51,171,5,38839.65,7767.93,0.0,0.1333235495170528,0.0,0.0272883509506393,0.0,0.7503682448219796,0.0,0.0890198547103282,0.0,0
FB101848,30,Male,Lagos,52358.43,146,15,311631.7,20775.446666666667,0.0230902055214536,0.0757994773959131,0.2745683767087879,0.0,0.0,0.0,0.4084527665189388,0.216941569166423,0.0011476046884832,1
FB104858,41,Female,Abuja FCT,11244.3,150,4,32070.47,8017.6175,0.0,0.0,0.5039935492058581,0.0,0.0,0.2554724018700069,0.2405340489241348,0.0,0.0,0
FB103037,60,Male,Oyo,15554.41,32,5,48885.07,9777.014,0.2634781948762679,0.632979353409947,0.0,0.0,0.0,0.0780718939340784,0.0,0.0254705577797065,0.0,0
FB100388,28,Female,Ogun,27659.64,57,8,149881.01,18735.12625,0.0,0.0,0.0313415288567911,0.0,0.0,0.4438185331150357,0.0,0.3843856536595263,0.1404542843686468,0
FB100235,34,Female,Rivers,2886.75,48,6,388359.53,64726.588333333326,0.0488334095985748,0.1415901394257017,0.0,0.0,0.0,0.0104187478030988,0.0,0.7504089058919193,0.0487487972807053,0
FB101077,21,Male,Imo,18434.93,66,5,63349.17,12669.834,0.3427353507551874,0.0881133880680678,0.0,0.0847807477193466,0.0,0.4843705134573981,0.0,0.0,0.0,0
FB101984,64,Male,Enugu,150197.88,318,2,8915.52,4457.76,0.0,0.0,0.0,0.0,0.8323507770718925,0.1676492229281073,0.0,0.0,0.0,0
FB104363,79,Male,Enugu,98465.94,45,8,59707.75,7463.46875,0.0,0.0,0.0724470441441856,0.0,0.0,0.0,0.0300831969049244,0.1197249938240848,0.7777447651268051,0
FB103962,33,Male,Kwara,70319.63,110,5,54781.34,10956.268,0.0,0.4773647377008302,0.4992526652323583,0.0,0.0,0.0167856427024238,0.0065969543643875,0.0,0.0,1
FB100770,37,Male,Anambra,255116.8,40,7,50894.89,7270.698571428571,0.5881283956012087,0.0506677585903024,0.0413338156345362,0.0865281367147075,0.0,0.0,0.0470178833277761,0.186324010131469,0.0,1
FB102165,46,Male,Delta,10208.12,119,6,49911.4,8318.566666666668,0.3808855291576674,0.0,0.0,0.1713261900086954,0.0,0.044245402853857,0.3826063785027069,0.0,0.0209364994770733,0
FB104533,26,Male,Kwara,68240.41,74,11,153885.53,13989.593636363636,0.3955974937994495,0.0,0.331655029553461,0.009270787188373,0.0,0.029546052835507,0.0367662898519438,0.1065990415083211,0.0905653052629444,0
FB100673,18,Male,Rivers,101493.69,67,5,25945.230000000003,5189.046,0.0,0.0945079307448806,0.1685747245254715,0.2493903503649803,0.0,0.0,0.4875269943646673,0.0,0.0,1
FB100249,26,Female,Anambra,7934.06,122,5,46570.145,9314.029,0.3646155707696422,0.1087594852882678,0.0,0.0,0.0,0.4896665020046641,0.0369584419374257,0.0,0.0,0
FB103419,30,Female,Imo,27342.31,25,15,198402.37,13226.824666666666,0.0,0.002710905116708,0.1614875366660186,0.2453281178042379,0.0,0.3821199313294493,0.0478003362560638,0.0015329453977792,0.1590202274297429,1
FB102081,34,Female,Anambra,4817.47,153,8,55702.91,6962.86375,0.0,0.0,0.523399764931491,0.1883117057977761,0.0,0.1363855137909312,0.1182401422116007,0.0336628732682008,0.0,0
FB101823,41,Female,Kwara,45890.52,71,9,105087.4,11676.377777777778,0.0039998134885818,0.0227161391375179,0.0,0.5483022703007212,0.0280349499559414,0.1812726359201959,0.0485480657053081,0.1671261254917335,0.0,0
FB105631,37,Male,Rivers,8070.26,2,5,54993.92,10998.784,0.0,0.0,0.0,0.0,0.0,0.3252168603365609,0.0,0.6005407506866214,0.0742423889768178,0
FB105821,57,Female,Rivers,1389.32,57,10,34918.96,3491.896,0.1431967045983041,0.0729380256456664,0.0375194450235631,0.4242932779212209,0.0,0.2503359206574307,0.0,0.0717166261538144,0.0,0
FB104544,36,Female,Anambra,19239.34,2,3,14757.59,4919.196666666667,0.0,0.0,0.3793342950983189,0.0,0.0,0.3761908279061825,0.0,0.2444748769954985,0.0,0
FB100716,49,Male,Edo,19122.38,50,4,32581.4,8145.35,0.1998450035910058,0.0,0.0,0.4916056400277458,0.0,0.1513292860343631,0.157220070346885,0.0,0.0,1
FB105819,35,Male,Kaduna,70922.34,2,9,42485.92,4720.6577777777775,0.0474204159872258,0.4881883221547279,0.1554613857955765,0.0,0.0,0.0350313703928266,0.0230834121045278,0.1158131917585873,0.1350019018065279,0
FB105680,55,Female,Rivers,18989.36,115,4,28753.79,7188.4475,0.0,0.0,0.0,0.0,0.0,0.7762441055596496,0.0,0.1998136593471677,0.0239422350931824,1
FB102048,45,Female,Abuja FCT,18979.52,171,5,37852.07,7570.414,0.0,0.0,0.1161452993191653,0.0,0.0,0.0,0.0,0.2369054057017225,0.6469492949791121,0
FB105264,52,Female,Lagos,37567.25,16,7,116830.49,16690.07,0.1095860335773649,0.0,0.2132234487760858,0.0,0.0,0.0,0.6771905176465494,0.0,0.0,1
FB104178,37,Female,Lagos,13636.71,41,3,23935.02,7978.34,0.7380929700497431,0.0,0.261907029950257,0.0,0.0,0.0,0.0,0.0,0.0,0
FB104809,51,Male,Kwara,17806.89,51,8,61291.04,7661.38,0.0,0.1069156274718131,0.2808173919058968,0.2585390947844905,0.0,0.0,0.141152605666342,0.132378729419504,0.0801965507519533,0
FB102724,42,Female,Enugu,7726.12,30,5,25352.57,5070.514,0.0,0.0,0.3469072366233482,0.4918349500662063,0.0,0.0,0.0,0.1612578133104454,0.0,0
FB105499,48,Male,Rivers,26548.4,2,8,64016.9,8002.112499999999,0.0538762420548323,0.0,0.0,0.0138366587572968,0.1305406853502746,0.0,0.3095302959062372,0.0,0.4922161179313587,0
FB101460,28,Male,Edo,82413.61,244,5,81955.64,16391.128,0.0,0.0,0.050465227286371,0.0,0.0,0.1076792274454814,0.1211533458832119,0.7207021993849355,0.0,1
FB101668,20,Female,Oyo,30826.62,80,5,14462.4,2892.48,0.0362360327469852,0.0,0.4502841851974775,0.0,0.0,0.1850896116827082,0.0710774145370063,0.2573127558358225,0.0,1
FB102756,46,Male,Rivers,48273.92,151,2,19208.74,9604.37,0.0,0.8256408280813837,0.0,0.0,0.0,0.1743591719186162,0.0,0.0,0.0,0
FB102000,26,Female,Delta,35090.16,58,6,78988.29,13164.714999999998,0.4661563125369596,0.0,0.0840015652953115,0.0,0.0,0.1322209912380683,0.2516399582773598,0.0659811726523007,0.0,0
FB104571,41,Male,Lagos,23617.14,468,2,20965.91,10482.955,0.0,0.0,0.0,0.3957867795864811,0.0,0.0,0.0,0.0,0.6042132204135189,0
FB104613,31,Female,Delta,18219.48,108,5,42646.73,8529.346,0.0,0.084011833967106,0.1726453587414556,0.0,0.0,0.027436804650673,0.6924148697918926,0.0,0.0234911328488725,1
FB100404,54,Female,Ogun,13574.28,38,10,131499.53,13149.953,0.5729487398167887,0.0,0.0,0.0201325434395088,0.0,0.2824169029349382,0.0876797810608144,0.0,0.0368220327479497,0
FB100384,29,Male,Delta,266650.32,32,3,23104.48,7701.493333333333,0.0,0.1883413952618712,0.1800646454713544,0.0,0.0,0.0,0.0,0.6315939592667742,0.0,1
FB105464,24,Male,Plateau,28859.38,106,7,117440.39,16777.198571428573,0.4348259572366884,0.0,0.3037166344559993,0.0057831040922122,0.0,0.0,0.0,0.0,0.2556743042151001,0
FB102152,21,Male,Imo,6262.54,4,5,17024.38,3404.876,0.0,0.2991592057978029,0.0,0.5368312972337319,0.0,0.0,0.0,0.0,0.1640094969684652,1
FB101633,26,Female,Kwara,23961.2,159,5,20048.42,4009.684,0.0,0.2836028973854298,0.0,0.0,0.0,0.2617243653115806,0.2241209032931273,0.0,0.2305518340098621,1
FB105909,39,Female,Plateau,75247.47,170,4,113706.84,28426.71,0.0,0.384815460529903,0.0311622414271648,0.5840222980429322,0.0,0.0,0.0,0.0,0.0,0
FB104784,66,Female,Edo,23890.49,68,7,46005.665,6572.237857142857,0.0,0.2148290868092005,0.405759160312105,0.0,0.0,0.0434963824563779,0.0,0.0,0.3359153704223164,0
FB103925,64,Male,Anambra,25891.54,520,2,9698.47,4849.235000000001,0.0,0.7962049684125434,0.0,0.0,0.0,0.2037950315874565,0.0,0.0,0.0,0
FB105336,26,Male,Kwara,13198.16,1,8,118539.26,14817.4075,0.0,0.0105707594260331,0.0377926266791272,0.1028330192039329,0.0,0.6018313257565467,0.2469722689343597,0.0,0.0,1
FB104158,35,Male,Anambra,91552.46,130,6,40512.3,6752.05,0.4366451670233484,0.1067167255376762,0.0882324627335401,0.01076808771657,0.0,0.0265166381568066,0.3311209188320583,0.0,0.0,1
FB104948,32,Female,Ogun,26975.99,74,3,43032.79,14344.263333333334,0.0,0.025916980981247,0.0,0.0,0.0,0.0,0.9740830190187528,0.0,0.0,0
FB100223,42,Male,Imo,12914.84,178,7,47770.48,6824.354285714285,0.2045256819692831,0.3727774977350028,0.2330973019320718,0.0,0.0,0.0,0.1053414158702194,0.009900465726951,0.0743576367664716,0
FB102193,29,Male,Ogun,7510.53,44,2,16706.37,8353.185,0.1124092187590721,0.0,0.0,0.8875907812409279,0.0,0.0,0.0,0.0,0.0,0
FB103136,36,Female,Delta,11046.78,21,9,77964.89,8662.765555555556,0.0343237834363647,0.0543575447871471,0.0,0.0679870131286018,0.0,0.5003276474833735,0.0,0.2709606849955152,0.0720433261689973,1
FB104469,44,Male,Lagos,30681.45,147,3,26098.63,8699.543333333333,0.6011871121204447,0.0,0.0,0.0,0.0,0.0,0.0,0.3988128878795554,0.0,0
FB101824,48,Female,Abuja FCT,22601.28,96,7,57915.35,8273.621428571429,0.0333277792502333,0.0243168693619221,0.8406099591904391,0.0,0.0,0.0,0.0,0.1017453921974053,0.0,1
FB105590,18,Male,Kaduna,22145.39,9,3,12055.25,4018.4166666666665,0.0,0.0,0.0,0.0,0.0,0.1882457850314178,0.0,0.0,0.8117542149685821,0
FB105124,48,Female,Ogun,36561.26,9,7,97646.75,13949.535714285714,0.0180946114438012,0.0,0.0271705919551854,0.0,0.1600074759272582,0.0518608146200462,0.6262938602667267,0.10306456692107,0.013508078865912,0
FB104972,35,Female,Plateau,5113.67,42,5,19132.96,3826.592,0.3466766250491298,0.0,0.5765631663893093,0.0,0.0,0.0,0.0767602085615607,0.0,0.0,1
FB100797,18,Male,Oyo,11959.68,31,6,26242.120000000003,4373.686666666667,0.0337667078726871,0.0,0.5096749043141332,0.0,0.0,0.0,0.1900421917131695,0.0762217381827383,0.1902944579172719,0
FB102871,38,Female,Abuja FCT,7242.77,50,10,104543.48,10454.348,0.2918555992205349,0.4331496330521999,0.0652794416256279,0.0,0.0,0.0530081837719578,0.1567071423296794,0.0,0.0,1
FB100009,26,Male,Abuja FCT,7680.7,4,6,87526.08,14587.68,0.0,0.0276245663006957,0.0420889408048435,0.0,0.0,0.0184666101806455,0.0,0.7737211583107572,0.1380987244030579,0
FB101944,39,Male,Oyo,92463.86,78,5,46312.76,9262.552,0.0,0.0,0.0,0.1786039095920864,0.2739342246067822,0.0,0.2937646126035244,0.2536972531976069,0.0,0
FB101838,38,Male,Kano,30783.46,4,7,37962.335,5423.190714285714,0.1561895494573766,0.1334202703811554,0.0212542247467127,0.0,0.0,0.5209534661131883,0.0,0.1681824893015669,0.0,0
FB104804,19,Male,Delta,62882.4,329,4,19959.56,4989.889999999999,0.4629781418027252,0.0,0.0,0.0,0.0,0.0947490826451084,0.0,0.4422727755521665,0.0,0
FB100255,41,Female,Plateau,34363.08,46,4,93049.93,23262.4825,0.0,0.0,0.0420639757601107,0.8313804212426597,0.0,0.0,0.0,0.0,0.1265556029972295,0
FB104485,32,Female,Cross River,184874.03,14,6,30633.57,5105.595,0.50280362360639,0.0,0.0,0.0,0.0740602548119595,0.3380836774819258,0.0193633977365354,0.0,0.0656890463631891,1
FB105481,28,Male,Plateau,50052.35,41,9,38089.29,4232.143333333333,0.2158430887002619,0.3443303878859385,0.2537970647391957,0.0315792182001817,0.0,0.0587004903478116,0.0571121173432216,0.0,0.0386376327833887,0
FB101581,32,Male,Ogun,16914.72,366,2,6388.08,3194.04,0.0,0.0510763797572979,0.0,0.0,0.0,0.948923620242702,0.0,0.0,0.0,0
FB102956,54,Female,Lagos,56764.23,128,3,73549.4,24516.466666666664,0.0,0.0,0.0,0.0,0.0,0.6696757553426677,0.0,0.069611988676998,0.2607122559803343,1
FB100924,50,Female,Kano,58099.58,149,5,31913.37,6382.674,0.0,0.0,0.0,0.1742385714827359,0.0,0.6065335625789442,0.1054297932183282,0.0975766583096677,0.0162214144103239,0
FB105386,49,Female,Plateau,160101.38,113,6,100734.38,16789.063333333335,0.0,0.611062082280151,0.0130709098522272,0.050280847512041,0.0,0.202492733861071,0.044409267223365,0.0,0.0786841592711445,0
FB102508,18,Male,Imo,343312.26,78,8,174347.89,21793.48625,0.074603770656473,0.0,0.0,0.4009009228617564,0.0,0.0498496425738217,0.3796089531109323,0.0873599904191556,0.0076767203778606,1
FB105024,43,Male,Anambra,58519.91,10,11,33658.8,3059.890909090909,0.0407108987842703,0.0,0.2055712027760942,0.1582281602433835,0.1165944715794977,0.1007240305655578,0.3624558807800634,0.0157153552711326,0.0,1
FB105320,41,Female,Ogun,18759.26,53,6,49980.84,8330.14,0.2621338496912017,0.0,0.1832932379687896,0.0,0.0,0.052573946336236,0.0,0.5019989660037727,0.0,0
FB103775,42,Female,Kwara,299235.17,32,4,8921.16,2230.29,0.0,0.068869967582691,0.3515204300785997,0.0,0.0,0.0,0.0,0.5796096023387093,0.0,0
FB104835,40,Female,Enugu,55673.92,126,3,9112.48,3037.4933333333333,0.0751387108668551,0.0,0.6268425280494443,0.0,0.0,0.2980187610837006,0.0,0.0,0.0,0
FB104136,31,Male,Oyo,23684.47,121,7,55042.66,7863.237142857142,0.6444982855116377,0.0,0.1385703379887527,0.139715631475659,0.0,0.0,0.0,0.0,0.0772157450239505,1
FB104964,46,Male,Rivers,66337.65,3,2,5734.9,2867.45,0.0,0.0,0.0,0.2689515074369213,0.0,0.0,0.0,0.7310484925630787,0.0,0
FB102779,37,Male,Enugu,85188.92,244,5,75864.27,15172.854,0.0376492122049022,0.0,0.0766707436847411,0.8504683430025756,0.0,0.0,0.035211701107781,0.0,0.0,0
FB100539,57,Female,Abuja FCT,92525.9,32,9,53045.6,5893.955555555555,0.024581115116051,0.0,0.0533329814348409,0.2181223324837498,0.0,0.0226452335349208,0.3370149456316829,0.0144588806611669,0.3298445111375872,0
FB102745,32,Female,Kaduna,111723.83,276,6,62076.55,10346.091666666667,0.0955550848106088,0.0,0.0,0.7059772168395311,0.0,0.1609472498068916,0.0,0.035909534276631,0.0016109142663372,0
FB105470,37,Unspecified,Unknown,36236.485,170,4,14590.86,3647.715,0.0,0.5692378653485812,0.0566731501775769,0.0,0.0,0.0,0.1866723414521145,0.1874166430217273,0.0,0
FB105556,38,Male,Rivers,23835.8,176,9,59879.73,6653.303333333333,0.0,0.18810071454898,0.2172888889111557,0.2215487611584086,0.0,0.0755437608018606,0.1472546719900039,0.0,0.1502632025895908,0
FB101145,60,Female,Ogun,106589.88,136,4,12034.19,3008.5475,0.0,0.2980724086955582,0.0,0.3228185694259439,0.0,0.1883184493513896,0.1907905725271081,0.0,0.0,0
FB105127,38,Male,Cross River,8210.11,131,10,137614.15,13761.415,0.9035895654625632,0.0,0.0078861076422737,0.0373500835488211,0.0,0.0,0.0,0.0511742433463419,0.0,0
FB104468,25,Male,Anambra,427204.97,116,4,48365.13,12091.2825,0.0470036987391536,0.0552809431092193,0.6237646833576174,0.2739506747940096,0.0,0.0,0.0,0.0,0.0,0
FB100667,39,Male,Ogun,25064.44,191,7,189836.05,27119.435714285715,0.0,0.2934854575830039,0.0341004250773233,0.0,0.0,0.0,0.0,0.6212182564902715,0.0511958608494013,0
FB103019,48,Female,Rivers,89235.73,49,5,36870.4,7374.079999999999,0.0962058995834056,0.0,0.0,0.0170979973094948,0.0,0.3409710770699531,0.5457250260371463,0.0,0.0,0
FB100357,37,Male,Edo,122226.61,101,5,132310.35,26462.07,0.0286229308591504,0.2858580602348947,0.0,0.0,0.0,0.0,0.6556159816673449,0.0152059910657027,0.0146970361729071,0
FB105063,44,Male,Ogun,1817.65,51,11,113876.12,10352.374545454544,0.3398565037164947,0.0,0.3211252719182915,0.0287569509744448,0.0,0.0960817772857031,0.0,0.1372915585813777,0.076887937523688,0
FB102831,37,Male,Ogun,7140.93,519,2,29191.19,14595.595,0.4321471649494248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5678528350505752,0
FB102783,52,Female,Enugu,77713.2,23,5,35216.99,7043.397999999999,0.0,0.0,0.1768490152054448,0.59103262374212,0.0,0.0,0.0,0.0,0.2321183610524352,0
FB101353,39,Male,Ogun,37283.02,161,11,95805.05,8709.55,0.0,0.0,0.0981104858251209,0.3025774737344221,0.0,0.048470826955364,0.0331627612531907,0.4842676873505102,0.0334107648813919,1
FB105131,45,Female,Plateau,30575.36,36,4,74747.61,18686.9025,0.0,0.0,0.0,0.2218675620531546,0.0,0.0,0.0,0.0,0.7781324379468455,0
FB100470,21,Male,Kwara,94816.91,129,5,53878.79,10775.758,0.4613964047819188,0.0,0.0887319481376623,0.0,0.0,0.1799117983161834,0.2699598487642354,0.0,0.0,0
FB102703,18,Female,Kano,128707.05,120,7,59142.14,8448.877142857144,0.1036387929148319,0.0,0.1342141153499011,0.0419323683586694,0.0,0.5073715628146023,0.0256365427426197,0.0,0.1872066178193754,0
FB103330,48,Male,Kano,18155.44,79,4,16778.68,4194.67,0.1611563007340267,0.0,0.2157875351338722,0.1307933639595009,0.0,0.4922628001726,0.0,0.0,0.0,0
FB103637,56,Male,Cross River,16742.27,5,8,54464.97,6808.12125,0.366732966161553,0.0,0.1853420648170741,0.0,0.0,0.0297356264035397,0.0430654786002819,0.3751238640175511,0.0,0
FB101396,32,Female,Kano,13103.46,7,6,28407.93,4734.655,0.1825022097703,0.2396151356329025,0.0,0.0,0.0,0.0,0.3718563795390935,0.2060262750577039,0.0,1
FB103584,52,Female,Enugu,37888.79,132,7,301861.12,43123.01714285714,0.0791869453078289,0.0049424715577812,0.0049790446679585,0.0,0.7859519304771677,0.1212500304775918,0.0036895775116715,0.0,0.0,0
FB105458,37,Male,Rivers,20337.61,168,2,154026.15,77013.075,0.0,0.0012808214708995,0.0,0.9987191785291004,0.0,0.0,0.0,0.0,0.0,0
FB105262,40,Female,Plateau,33031.66,44,6,77777.07,12962.845,0.0,0.2729958842625468,0.0843843821835921,0.2716863723459883,0.0,0.0,0.0142119007568683,0.3567214604510043,0.0,1
FB103376,34,Male,Ogun,54303.07,115,5,46113.86,9222.772,0.3630129856836968,0.0,0.0,0.4728732316054218,0.0,0.0,0.0690397637499875,0.0430855278651581,0.0519884910957356,1
FB101256,45,Female,Plateau,27434.28,123,7,86243.56,12320.50857142857,0.0,0.0,0.3674158395131184,0.0,0.2250648048387613,0.0669601301244985,0.0,0.1187230675542614,0.2218361579693602,0
FB103512,52,Female,Delta,56354.44,210,4,80748.15999999999,20187.04,0.0,0.0,0.0546823605640054,0.0,0.0,0.0,0.0240073581862422,0.914410062099248,0.0069002191505044,1
FB101250,45,Female,Kano,105345.76,352,3,30349.96,10116.653333333334,0.0,0.5472886949439142,0.0,0.0,0.2584728283002679,0.1942384767558178,0.0,0.0,0.0,0
FB105348,55,Female,Kano,385993.93,217,6,80040.25,13340.041666666666,0.4652557931790567,0.0,0.0,0.0250016710342608,0.0,0.1987771152638828,0.0,0.0,0.3109654205227994,1
FB105846,57,Male,Edo,21675.9,121,6,43589.17,7264.861666666667,0.0813396997465196,0.0,0.0301822677513703,0.49707530563211,0.0,0.0123771569864716,0.0,0.2681925349805927,0.1108330349029357,0
FB104298,32,Male,Anambra,115027.72,116,5,19149.445,3829.889,0.0,0.6803792485891889,0.0,0.0,0.0,0.1330973299748374,0.1865234214359737,0.0,0.0,0
FB103284,40,Male,Delta,149903.91,514,2,185450.7,92725.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
FB102933,29,Female,Delta,16856.8,85,6,177777.69,29629.615,0.1362606297786859,0.0,0.2904593934143255,0.4629877911002218,0.0,0.0251561936708706,0.025491275086317,0.0,0.059644716949579,0
FB104175,18,Male,Ogun,19684.96,692,1,7312.22,7312.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FB105268,52,Female,Oyo,10005.32,101,5,53956.54,10791.308,0.1301186102741206,0.0,0.2962879013368907,0.0,0.0,0.2624108217465389,0.0,0.3111826666424496,0.0,0
FB104910,41,Male,Rivers,56070.75,66,6,25784.475,4297.412499999999,0.0300960170800452,0.1964339006320664,0.0,0.0433722230140423,0.0,0.0,0.4419213499596172,0.0494623218041088,0.2387141875101199,0
FB101852,36,Female,Kano,50938.48,6,8,170766.78,21345.8475,0.2170255245194645,0.0492760360065347,0.1453000402068833,0.0165920444245654,0.0,0.0,0.2675679075286188,0.0,0.304238447313933,1
